listing_id,id,date,reviewer_id,reviewer_name,comments,sentiment_score,sentiment_label
13788132,1507331255314915287,2025-09-10,40292464,Andrea +Frank,"Die Unterkunft von Edgar ist gut erreichbar und liegt im jûdischen Viertel, man bekommt Eindrücke über das tägliche Leben dort.<br/>Alles ist sehr sauber und Edgar ist sehr freundlich und man kann gut mit ihm kommunizieren.<br/>Wir haben uns bei ihm und Digi sehr wohl gefühlt und können seine Unterkunft uneingeschränkt empfehlen.",0.0,Neutral
1067485803917467012,1108070417233485799,2024-03-08,90417027,Donald,Wouldnt stay again,0.0,Neutral
53594675,1560281641187420334,2025-11-22,5926519,Cristian,Jean was great. Very responsive and attentive all the time. The place is well equipped with all that you need.,0.4666666666666666,Positive
934107469692156357,1492113642922095385,2025-08-20,109518934,Jonathan,En este hotel el ascensor estuvo dañado y la habitación tenía muy mal olor. Por el precio que pagamos esperábamos mejor limpieza y fácil uso de ascensor. Además el desayuno fue pésimo! No recomendamos el lugar,0.0,Neutral
1404944689000252282,1450829938874534716,2025-06-24,64461602,Darrel,"Our family of 4 stayed for almost 2 weeks. The apartment provided enough room for us all, the AC worked great (it was very hot in NYC) and we slept very comfortably.  The hosts were always quick to respond when we needed trash pickup or had questions about the city. The location was perfect for seeing shows, eating out, visiting Times Square, and taking the subway. <br/>I would definitely stay here again during out next visit to NYC.",0.3722916666666667,Positive
934107469692156357,1379848844784228847,2025-03-18,5708209,William,"Inexpensive for central location. Arrival bag of water and snack and free breakfast with hot options, fruit, and coffee appreciated. Reasonably clean, however, room and floor had a bit of a urine-y odor. Overall, for location near to Times Square,  midtown, and lots of train lines, it’s a solid for budget accommodation.",0.1645833333333333,Positive
18671835,695661952223366050,2022-08-17,24709822,Dennis,This was a great place to stay.  . Quiet and clean,0.3888888888888889,Positive
781949645524311249,810223670930575942,2023-01-22,449588244,Sheila,"Lugar precioso, muy cómodo , limpio y tranquilo. Se los recomiendo, estube estube 4 dias con mi familia y quedaron encantados.",0.0,Neutral
53798235,639881509392894922,2022-06-01,357889556,Ariane,"Anne was amazing, very easy to comunicate with. Very clean an cozy space. Close to The Subway And treat us very well.",0.328,Positive
783603959542380666,914530631913964928,2023-06-15,395423840,Christopher,It was a great stay. Definitely recommend,0.4,Positive
32820849,768806917414340778,2022-11-26,488284749,Kimberly,"From booking to checkout we were impressed. Donna was communicative, clear and concise, her home was well-maintained and beautiful plus the area was quiet with stores and restaurants within walking distance. This is the kind of experience Airbnb hosts should always seek to provide.",0.4416666666666667,Positive
14529806,1229771993935816802,2024-08-23,5128126,Oded,"Brinton is a fantastic host. Communication  was flawless. Brinton recommended the best places to eat and what to do, extremely friendly guy. <br/>The place itself is cosy and exactly as described. the 125th lines 2-3 subway station is 2 mins walk making the entire city easily accessible.  Whole Foods and Traders Joe are just a few mins walk from the apt making grocery shopping a breeze. <br/>Lovely stay,",0.4,Positive
46375709,901480002844156723,2023-05-28,507330260,Magda,We spent a good time here. The location of the apartment is great. Very clean inside. Super communication with the owner. We recommend.,0.442,Positive
585368495763668792,1170339661106187197,2024-06-02,20788287,Narin,The place is a great location,0.8,Positive
4559096,713718169017588120,2022-09-11,38160683,Virpi,Johnny on mahtava isäntä ja huoneisto täydellinen vierailuun. Keskustelu ja vieraanvaraisuus ihailtavaa. Kaikki toimi aina loistavasti. Kiitos Johnny.,0.0,Neutral
782837059423533942,1470404005988795127,2025-07-21,707531659,珊,好,0.0,Neutral
40400671,542042346991800253,2022-01-17,86755890,Cameron,Cristian was a great host incredibly responsive. I would definitely stay again.,0.5666666666666668,Positive
53494300,1383500276357718776,2025-03-23,121783861,Alison,"Beautiful and private apartment, very fun vibe while still feeling very safe and clean. Was a great last minute stay. I know this is listed as a shared space but this is super private as the shared part is the hall separated with a door.",0.3766666666666667,Positive
47001322,735448097805644187,2022-10-11,103256907,Rayna,"Great location! Sara was responsive and flexible with check-in and check-out, too. Cute decor.",0.75,Positive
46354444,1340705841527894977,2025-01-23,198021304,Peter,It’s okay if you’re in the situation where you have to stay somewhere for a day or two.,0.5,Positive
954283379414654919,1504519741286264465,2025-09-06,310747063,Mercedes,Great location with lots of options of where to eat! Safe neighborhood and walkable to anything you may need. Front office staff is friendly and very helpful! I look forward to staying here again :),0.525,Positive
843579161660140499,1271126403752410725,2024-10-19,444937156,Amber,"We really enjoyed our stay. Toby was very responsive and helpful. The location is perfect, easy subway access to Manhattan. We felt safe and comfortable here.",0.5055555555555555,Positive
1048595086959375823,1189952541500064016,2024-06-29,236492779,Tatiana,"Just what you need in New York, the hostess responds quickly. Thank you for your kindness",0.2348484848484848,Positive
15952447,562276166355309777,2022-02-14,867741,Josef,"Helen & Alfred's place was great. Nice and close to restaurants, shops and subway. It was clean and we had everything we needed and more. Would stay here again.",0.5666666666666667,Positive
1092928294708580275,1490032925734692575,2025-08-17,52283503,Osha,Easy hassle free check in and great location. Definitely will stay again!,0.4083333333333333,Positive
1488513572352207986,1562527748451024582,2025-11-25,4374460,Betsy,"I have stayed at numerous Airbnb’s in nyc and this Airbnb is by far the nicest and quietest one I have ever stayed at.  When we arrived, Dimitri’s son helped carry my bag when he saw me outside.  Such a sweet family!  The space is beautiful and smells good too!! The beds are sooooo comfy.  Everything is brand new and so nice.   We slept out in the living room and it was so quiet at night.  The neighborhood is beautiful and the shops are right up the street.  Amazing restaurants and coffee shops and a sweet live music venue all within walking distance.  We will DEFINITELY stay here again!",0.3341213474025974,Positive
1450862535956936247,702207652820634483,2022-08-26,122769121,Dolly,Accurate description! Answered all my questions. Very clean,0.4883333333333334,Positive
53080602,955865333235935195,2023-08-11,402643366,Alessandro,Anna’s place was amazing. Perfect for two people. You have everything you need and it is located in a great area of Brooklyn. Really easy to go to or from Manhattan or Queens. It was our first time in NYC and the location allowed us to do so much! Everything was perfect. From cleanliness to clear instructions! Will definitely stay again in the future,0.4458333333333334,Positive
849766949872596187,885541763975983287,2023-05-06,69418095,Armand,"Tonya était très avenante, très disponible !<br/>Fidèle à la description<br/>J'y reviendrais sûrement !",0.0,Neutral
50359042,1100132234871722518,2024-02-26,33152414,Rebecca,"We had a great stay at Maria’s. The room was clean and spacious, with very comfortable beds. Walkable to two train stations for a quick ride into Manhattan, endless options for food, drink, and shopping in the neighborhood. There is a great brewery right across the street, Keg & Lantern, get the tater tots! We would certainly stay here again.",0.4083035714285715,Positive
45738105,641954126385431056,2022-06-04,425884001,Philippe,"logement très bien situé, très propre.<br/>accueil très  chaleureux.",0.0,Neutral
873916511344650748,921707524571564152,2023-06-25,278672574,Jazmine,Andreas was a great host! Very responsive. We felt very homey and taken care of with all the amenities that came with the place! He even has AC units in the bedrooms and living room incase it gets to hot. Would recommend this listing!!,0.46015625,Positive
44101621,1266705643595382588,2024-10-13,246980208,Jennifer,Great location can walk to so many places but quiet neighborhood   Very clean. No railing on wall to third floor and very steep stairs. No issue for most but was difficult for my 85 yr old mother to climb and come down confidently,0.2201010101010101,Positive
1080769743669960618,1491417372300809672,2025-08-19,407494213,Karissa,Armando is an amazing host who was so helpful and had great recommendations! Location is easy to get to train and has a lot of coffee shops and bodegas nearby! Space was perfect for two couples! But couch would not be comfy to stay on so highly recommended only two couples or ok to stay with other person in same bed. Ac was great!,0.4676666666666667,Positive
53045316,668052885024707444,2022-07-10,19077818,Laura,"If you want a swanky, grownup version of a college dorm, this is it! Placemakr offers small-but-stylish apartments in the heart of a bustling neighborhood, with the perfect slate of amenities: a high-quality gym, a free laundry room with ping pong and pool tables, community kitchens and an outdoor terrace. My husband, three kids and I used a four-bedroom apartment here as our home base to explore New York. We appreciated the strategic use of small spaces, the luxurious showers and nice bath products, the view of the Brooklyn Bridge and the friendly staff in the lobby. We also loved being able to walk right across the street to the waterfront, and a few blocks the other direction to a subway stop. We'd absolutely stay here again!",0.2114718614718614,Positive
794987266231440933,1151500520689406757,2024-05-07,56230589,Sandro,Ruhige Gegend. Gut eingerichtetes Haus. Abisoye ist ein guter Gastgeber.,0.0,Neutral
32477130,786222800572742591,2022-12-20,53628044,Ray,close to subway line and host was very responsive!,0.25,Positive
41321694,1522642899015194061,2025-10-01,350685730,Heather,"This is a lovely bungalow that is updated, clean, and comfortable. We stayed here for a month and had one plumbing issue, which the host resolved ASAP. Her quick response is a huge plus!",0.42,Positive
645075,607980751377570020,2022-04-18,441260685,Kayla,Brian was wonderful at communicating with you about anything. He really made everything feel like you were at home and just a lovely person overall,0.425,Positive
1177500655441331249,1320361068663367016,2024-12-26,544825081,Jonathan,Amazing place,0.6000000000000001,Positive
1108028455046004023,1251523293977873759,2024-09-22,76981954,Cacique,My stay here was lovely! Beautiful hotel! Friendly staff. My only complaint was the extra fees required to be paid at the hotel after paying for everything online. I feel that it’ll be best if everything is charged at once to avoid any confusion. But I understand that hotels have their own policies so it’s no fault to hosts. Overall. They were great host!,0.43,Positive
1111540336881417764,1441431786708052320,2025-06-11,340682934,柏憲,地點離時代廣場跟百老匯都很近，走路就可以到，入住退房簡單，房間與照片相符,0.0,Neutral
588971722304912342,1104486147779734283,2024-03-03,501519450,Nimish,"I had an amazing stay, the place was very clean and well maintained, very close to a subway station and in a safe area. The host is very friendly and would definitely recommend this place to anyone planning to stay in Brooklyn.",0.3773611111111112,Positive
25887818,902201133408185390,2023-05-29,202206013,Leyla,An impeccably decorated home that was a cozy restful spot after busy days. It’s close to the 6 line and I love the neighbourhood. It’s not too busy or overwhelming.,0.2916666666666667,Positive
700855290806384555,772498865473799559,2022-12-01,488287349,Arturo,I really liked my stay at Agustin's beautiful apartment!  Viva Bushwick!,0.8,Positive
8426915,1222535269074019052,2024-08-13,17591530,Jose,"Unfortunately I had to leave early due to a family emergency. I only spent one night of my stay there. No complaints, nice overall location.",-0.0035714285714285,Neutral
35906886,902209440955041569,2023-05-29,78305363,Bettyza Davina,it was simply an amazing place to be!<br/>They know what they are doing and they are absolutely thoughtful!!!,0.690625,Positive
696614683123032785,1217477141515837765,2024-08-06,572873161,Isabella Meseret,"The room was clean, but the bathroom was not. Our towels had stains on them and neither of us could sleep due to the loud noise. Upon first entering, the woman at the front desk was quite short with us and not clear on instructions. Additionally, we both received multiple bug bites overnight and noticed a horde of ants in the front lounge area. Wouldn’t go again just because of the hygienic situation tbh",0.0773809523809523,Neutral
747722195492393579,1055105056229030880,2023-12-26,49921055,Margarida,"Quarto espaçoso e confortável, a cozinha poderia ter uma mesa com cadeiras para as refeições e um espaço de estar mas não tem nada, tal e qual como mostra a foto. A limpeza do apartamento nunca foi feita durante o período da estadia, a casa de banho estava sempre muito suja. A caldeira esteve sempre avariada durante a estadia e ninguém a reparou.",0.0,Neutral
45578986,570226067059037848,2022-02-25,114258942,Will,"This stay is in a great location right next to a lot of restaurants, coffee shops, and a Whole Foods. My wife and I enjoyed our stay and our dog loved the quick access to Central Park. The apartment was clean and well furnished but was missing a couple items needed for a long term stay. Those being pans for the oven and dish towels for cleaning. Other than that, the place was just as described in the listing.",0.2342261904761905,Positive
882802659322534873,970276834215881815,2023-08-31,160398773,Luke,Happy with the stay,0.8,Positive
51777608,703591964129222932,2022-08-28,52008061,Aviva,Aron’s place is the garden of Eden in the heart of Brooklyn. We loved our stay at his cozy home away from home. The entry way makes this subterranean apartment  feel like paradise. The attention to detail in <br/>Aron’s place surpassed any Airbnb we have stayed at. We cannot wait to return. Thank you so much!,0.25,Positive
43856156,1214605060562198897,2024-08-02,337795041,Courtney,Great stay and helpful host!,1.0,Positive
963998015345188306,1153708174871993550,2024-05-10,350363959,Jeannie,"Not only was Rose’s place so roomy and inviting, but her attentiveness and quickness to respond was what really made the stay worthwhile. It felt no different than letting a friend come over to stay. Everything we needed, from a steamer, to learn how to turn on the air conditioner, we would get a response within minutes of asking. At one point, we had a problem with the blanket in the bedroom, and Rose immediately had a new one shipped to the home so we could be comfortable for the rest of our stay. I had a two-year-old daughter who just loved running around the empty space. we are so grateful for a perfect stay here. Def worth it 💯",0.3613636363636363,Positive
848688887881823440,1287075244685225534,2024-11-10,19557334,Adrian,"Kimberly was a very friendly host who was also there to answer questions. Very uncomplicated. It was great that we could leave our luggage on the day of departure after check-out and pick it up later. <br/>The location is very good.<br/>With a little more attention to detail in the interior design, a lot could be made of the apartment.",0.2857142857142857,Positive
37240374,1109454084892353966,2024-03-10,273301332,Safa,"We had a wonderful stay at Tuan’s. The room was very comfortable and private. The bathroom was extremely clean and had great amenities. Tuan himself was very responsive and would get back to any questions we had promptly. He also offers cleaning of your room every week and he does it quickly and meticulously. The house was also nice and quiet. The room had a small personal fridge and a TV which we found very convenient. The location was very good with it being a little over a five minute walk to the 5 train, which takes you in directly to the city. I would highly recommend staying at Tuan’s for his excellent service, value and location!",0.3080263157894737,Positive
610745546680973191,1439277663164477779,2025-06-08,25360310,Thomas,"Great place, especially for a family with a child! Lots of fun toys. Beautiful space. Great neighborhood close to so many things including a great park with a playground.",0.5785714285714285,Positive
39380947,1173990974525022038,2024-06-07,101134956,Carsten,"Kerri and Andrae's place was very accessible and a short drive away to the airport. They were very responsive to any issues that I had and made things comfortable during my stay. Unfortunately, the AC was having issues at the time, but Kerri and Andrae were able to accommodate, and a shower and lots of water did the trick to keep me cool!",0.2178571428571428,Positive
1127492187924840140,1247930115082134986,2024-09-17,281619385,Susan,"Apartment is exactly as described and appears as the photos.  Check-in with Allan was great, who also provided awesome local food recommendations.  Location is superb.  Super close to subway etc.  Would easily stay again if we have the opportunity.",0.5452380952380952,Positive
1277646948639349904,1507373104257065558,2025-09-10,15324796,Jessie,They made me feel right at home. A convenient place to stay when visiting the city.,0.2857142857142857,Positive
1234329085499860302,1484956117519895587,2025-08-10,251396822,Carlos,"Mi primera ves en NYC no pudo ser mejor y esto también gracias al buen Steve, un excelente anfitrión, atento en todo momento, flexible en la llegada, siempre respondió mis dudas, mi esposa y yo pasamos una semana en la casa de Steve y en verdad la casa está impecable, los cuartos super cómodos, la zona super tranquila, la estación de trenes a unas cuadras de la casa, en verdad es una super opción alojarte aqui , esperamos regresar el próximo año y volver a coincidir con Steve 👋🏻",0.3333333333333333,Positive
38428035,749966327777129308,2022-10-31,350362389,Mark,Good,0.7,Positive
48104025,1250833731062186962,2024-09-21,149850557,Estefania,"Positivo: la ubicación es excelente, cerca de todo! Es un buen lugar para 2/3 personas máximo.<br/>Cosas a mejorar: para dormir entra mucha luz, estaría bueno tener alguna cortina que se pueda usar el aire y entre menos luz.<br/>Súper recomendable precio/calidad.",0.0,Neutral
998131337513068593,1323331366891888801,2024-12-30,27361251,Rashalon,"This property was a great find and a much better value than a hotel. German was a fantastic host, super responsive and the home meet our expectations exactly with a true city vibe. Very clean and thoughtful touches like the awesome herbal tea selections…again this property accommodated our family well. Thanks German!",0.3925,Positive
10709249,644932861255644989,2022-06-08,158696019,Jeong Hwa,"Sandari is the best host<br/>She communicates well with her and is very generous<br/>The accommodation was clean and the bedding and mattress were very soft, so I slept well.<br/>I had a happy time in a lovely hostel",0.4994444444444445,Positive
623911914751029129,1181176310345101461,2024-06-17,465662831,Laua,"Beautiful place to stay good location , Anna was a lovely host responded to anything I needed clear instructions, fridge was topped up with some goodies and snacks too which was nice gesture.",0.55,Positive
37122162,693452981584873594,2022-08-14,154855204,Katja,"It was a nice and clean. Not the biggest room but perfectly fine for a short trip to New York. The location is great and public transport, restaurants etc. is very close by. After some issues with the check-in code, we had a good stay.",0.3577441077441077,Positive
42507723,790605711442155885,2022-12-26,482265935,Eric,Thanks Art. My family and I really appreciated your hospitality <br/>Would gladly recommend to anyone,0.3,Positive
836106623462339161,779790719707360603,2022-12-11,52017328,Daniel,Great place to stay.    I highly recommend!,0.5,Positive
35422599,1048613831602225791,2023-12-17,89229955,Kajauna,Clean and quiet! Lovely accommodation.,0.2888888888888889,Positive
18922939,1089983355677209249,2024-02-12,133110259,Devonte,"Arielle’s place was a perfect fit for my semi long term stay. It’s near the ACBD. Two express  stops puts you right in midtown. It was cozy, and comfortable. Arielle’s was extremely welcoming and truly accommodated me on such short notice. I’d stay here again and again and again.",0.1810714285714286,Positive
53594451,902201596170638867,2023-05-29,310548489,Mariana,Great stay :),0.65,Positive
764629516770135232,891288587628141543,2023-05-14,159974074,Soobin,"The hosts were friendly and responsive. The apartment could have been cleaner, and it tends to get very hot because of no A/C. It's an overall okay place to stay if you don't plan on being home during the day.",0.3,Positive
700888293266225258,799248869393275720,2023-01-07,88112398,Maggie,"Great location, flexible check-in and check-out, and clean, cozy space.",0.3222222222222222,Positive
980408563480059112,1489968477870850881,2025-08-17,149487709,Diego,Excellent host and place to stay,1.0,Positive
745688948281946847,919559552945581104,2023-06-22,511635194,Julia,"Farhan was a great host, he was kind, friendly and gave us an in-depth tour of the home upon arrival. The home was spotless and very cozy with great furnishings and style. There were also many smart home features that made our stay more enjoyable! The bathrooms were extremely clean and comfortable as well as the rest of the space. We enjoyed this stay 10/10 would recommend!",0.4621626984126985,Positive
33061311,905069040239749847,2023-06-02,488937080,Martina,Shelley ist eine sehr freundliche und zuverlässige Adresse. Die Wohnung ist sehr sauber und gepflegt.,0.0,Neutral
10527274,710089024310815855,2022-09-06,75032627,K.C.,Please book here! Wonderful home and host. Kara communicated promptly and helped make our stay comfortable. Loved the location because we were 2.5 blocks from the subway and half a block from a deli. This is a great home to stay.,0.5466666666666666,Positive
1380326,710853655264679963,2022-09-07,168808526,Leidy,"Lola is an amazing host. She is kind and friendly. We always felt safe and comfortable at her place. I highly recommend her! If we go back to NYC, we would definitely stay at her place. Thanks Lola!",0.325,Positive
836118007460273820,1531277025281975843,2025-10-13,10838161,Alec,This is a great place to stay in lower Manhattan. Lots to see in the immediate area and great food/amenities. Excellent access to subways to get anywhere in NYC. Room was very large and comfortable for the family.  We had a great time and would definitely recommend.,0.5826530612244898,Positive
54002531,779786070540321518,2022-12-11,100034202,Mauro,-Excelente localização<br/>- Casa espaçosa para um casal e muito limpa.,0.0,Neutral
699472,1177586194110653358,2024-06-12,195738301,Tahseen,"I had a very comfortable and relaxing stay here. David and Janet were very easy to communicate with. The place was spacious, clean, and the interior decoration + architecture were very nice.",0.5575000000000001,Positive
30089412,758667294881605966,2022-11-12,94374316,Stacey,Nyesha’s place was great for our family of five. It was very clean and spacious. Tons of food options nearby. We had a great time!,0.758888888888889,Positive
9735957,618040548685697402,2022-05-02,2047595,Lisa,"Thoroughly enjoyed staying at Lindsee and Peter's place.  It gave us a snapshot of what it might feel like to live in Nolita/Soho.  Very cozy and comfortable and Lindsee and Peter were helpful and responsive, and checked in frequently, even though they were in a different timezone.  I spent part of the time working remotely from the dining room table - which worked great.<br/>The views from the balcony were spectacular - the World Trade Center in one direction and the Empire State Building in the other.  And views of the lovely Elizabeth Street Garden from the apartment.  Also really liked the decor and art around the place. <br/>It is a 5th floor walk-up, and the bedroom us up a narrow spiral staircase (which you can see in the pictures) - wasn't a problem for us, but something to consider.",0.1393831168831169,Positive
1079002319295560537,1405950659429618159,2025-04-23,447669999,Regula,"Die Wohnung hat eine sehr gute Lage - mittendrin. Vieles ist zu Fuss erreichbar, viele Restaurants in der Nähe und auch mehrere Subway Stationen. Elena hat immer rasch reagiert und das Check-In hat super funktioniert. Elena hat klar kommuniziert, dass die Wohnung nicht neu ist - also nichts Schönes erwarten. Auf den Fotos sieht die Wohnung allerdings heller aus, als sie wirklich ist.",0.3333333333333333,Positive
41069298,1163815758514421389,2024-05-24,17656837,Khaing,Had a great stay.Very spacious.<br/>Mahbuba was friendly and very helpful.,0.4583333333333333,Positive
665824099468566235,1602312371549718098,2026-01-19,736504086,Jarosław,"pokój mały ale tylko w nim spaliśmy. miałem obawy, że wspólne łazienki nie będą dobra opcją ale na miejscu okazało się, że są OK. Świetne miejsce jako baza wypadowa na Manhatann.",0.5,Positive
591427135680545574,665199403923860445,2022-07-06,219159306,Steves,This is the spot 🔥❤️😍❤️ I love it,0.5,Positive
700962934143319603,1320407699127236807,2024-12-26,87397130,Carolina,"We loved our stay, you get what you pay for an space to rest and visit the city, very accessible to public transportation but gotta say the parking situation was an absolute nightmare, even tho it’s not the host responsibility at all it’s good to have it in mind.",0.4175,Positive
53723870,603518444639339449,2022-04-12,6146716,Emily,"Helen was very accomodating and personable and overall an excellent host. She responded quickly to our requests through the app. Shower pressure was great in the bathroom. Room was a bit noisy, but was fine with earplugs. Close location to subway station.",0.4583333333333332,Positive
1287801525313977680,1563257610085474779,2025-11-26,158121379,Cameron,"Great location - a few minutes from Bedford St. where you can jump on the direct line to Manhattan. Rooms are small but when you’re booking in a pod hotel, you should expect accordingly. Highly recommend for an affordable stay in NYC!",0.13,Positive
20016090,1399424535071093910,2025-04-14,60665567,Kim,"Sara’s place was larger than we expected, very spacious bedroom and a little study alongside it.  It is right beside a great park. Her place is dog friendly which is awesome. The closest subway is the G line which only goes between Brooklyn and Queens meaning an extra change or two for any Manhattan locations. Within Brooklyn we usually found ourselves walking to Williamsburg or other parts. Sara was a kind and friendly host and got back to us literally within seconds whenever we had questions.",0.1982142857142857,Positive
1115377466525054553,1498680984623373398,2025-08-29,490561375,Kehley,Staff very nice and accommodating. Even when our initial room wasn’t ready when we arrived they were quick to find a solution and give perks to make up for any inconvenience. Location was nice and easy to find. Very quick communication. Great views too.,0.4475,Positive
44281187,881954138020956584,2023-05-01,510250548,Ipung Nur Wahyu,"Great, he give me earlier check-in and late check out, its very helpfull",0.175,Positive
48886891,628982528533584891,2022-05-17,456268480,Latice,Junior was a fantastic host! We were able to check in early which was great . He greeted us at the door and went over everything with us very accommodating,0.42,Positive
649493072234819209,1312441284269471958,2024-12-15,2208827,Nicholas,"Clean, comfy, a great base to explore Queens from.",0.1222222222222222,Positive
47472308,600010774238209715,2022-04-07,392969286,Hannah,"Cute, little space in brooklyn with walking distance of the subways and of downtown Brooklyn. Host communicates in timely manner.",0.15625,Positive
1131289860288054400,1463120134342104532,2025-07-11,447050049,Brandon,"The apartment was nice and clean. Had enough space as a studio for two of us. Place looked just like the pictures. Ran into an issue when trying to drop off the keys, but Edward was very responsive and was able to help us out.",0.3333333333333333,Positive
976190720830064747,1395807495731754439,2025-04-09,486471134,Hashim,"It was a nice cosy house, home away from home and what truely stands out is the backyard. I just loved it. Definitely recommend to everyone visitng Newyork.",0.4125,Positive
